Journal,Title,Link,Authors,Keywords
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (NOV 2022)",A robust adaptive-fuzzy-proportional-derivative controller for a rehabilitation lower limb exoskeleton,https://doaj.org/article/8aa106e8ff0e4c948543c02a148100f6,"Norazam Aliman,; Rizauddin Ramli,; Sallehuddin Mohamed Haris,; Mohammad Soleimani Amiri,; Mien Van","Exoskeleton,; Trajectory tracking,; Fuzzy logic controller,; Adaptive fuzzy proportional derivative"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (NOV 2022)",Thermophysical properties of Kerosene oil-based CNT nanofluid on unsteady mixed convection with MHD and radiative heat flux,https://doaj.org/article/f41a394e8f35488d94723d5d22df628a,"Rumman Hossain,; A.K. Azad,; Md. Jahid Hasan,; M.M. Rahman","Solid volume fraction,; Finite element analysis,; Kerosene oil-based nanofluid,; Brownian motion,; MHD,; Mixed convection"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (NOV 2022)",The effect of top of rail lubricant composition on adhesion and rheological behaviour,https://doaj.org/article/5a727fa3641640959f6717dc6982786a,"Daniel Kvarda,; Simon Skurka,; Radovan Galas,; Milan Omasta,; Lu-bing Shi,; Haohao Ding,; Wen-jian Wang,; Ivan Krupka,; Martin Hartl","Coefficient of adhesion,; Top of rail lubrication,; Wheel-rail tribology,; Rheology,; Numerical model"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (NOV 2022)",Fuzzy logic based cross-layer design to improve Quality of Service in Mobile ad-hoc networks for Next-gen Cyber Physical System,https://doaj.org/article/30b04a76fc7e4ec3b09bb564375e0dfc,"Nadine Hasan,; Ayaskanta Mishra,; Arun Kumar Ray","MANET,; Fuzzy logic,; Cross-layer,; QoS,; Network performance,; Next-gen CPS"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",A novel method for the fabrication of tubular WE43 magnesium scaffold based on laser micro-spot welding,https://doaj.org/article/597b3369627e492394ae000ab915d5af,"Luis D. Cedeño-Viveros,; Luis H. Olivas-Alanis,; Omar Lopez-Botello,; Ciro A. Rodriguez,; Elisa Vazquez-Lepe,; Erika García-López","WE43 magnesium,; Laser micro spot welding,; Tube stacking,; Stress shielding,; Bone tissue engineering,; Biodegradable scaffold"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",Combined effects of various strategies to curtail exhaust emissions in a biomass waste fueled CI engine coupled with SCR system,https://doaj.org/article/f782722e4f4348eea3a23a43ad5f1477,"V. Praveena,; M. Leenus Jesu Martin,; V. Edwin Geo","Grapeseed biodiesel,; Nano emulsions,; Combustion,; Emissions,; EGR,; SCR"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Evaluation of the effect of MWCNT amount and dispersion on bending fatigue properties of non-crimp CFRP composites,https://doaj.org/article/f6cc0f35265447acbc2670f8c19e4d5a,"Hatice Yakut Pekturk,; Muhammed Elitas,; Mustafa Goktas,; Bilge Demir,; Salih Birhanu","Non-crimp fabric,; Carbon fiber-reinforced polymer composite,; MWCNT,; Fatigue property,; Fatigue fracture"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Electron beam welding of 7075 aluminum alloy: Microstructure and fracture properties,https://doaj.org/article/5e7b3996623f4965ba0b099896383b65,Fatih Hayat,"Aluminum,; Electron beam welding (EBW),; Intermetallic,; Scanning electron microscopy (SEM),; EDS mapping"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",Treating adverse effects of blockbuster bias on beyond-accuracy quality of personalized recommendations,https://doaj.org/article/49d00b3fdf174e169eb58d7c62ddacca,"Emre Yalcin,; Alper Bilge","Recommender systems,; Collaborative filtering,; Popularity bias,; Blockbuster items,; Beyond-accuracy metrics"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Reversible image authentication scheme with blind content reconstruction based on compressed sensing,https://doaj.org/article/71b27fa56ed34c5ea8801cea7c893aca,"G. Melendez-Melendez,; R. Cumplido","Image authentication,; Tampering detection,; Reversible data hiding,; Sparse signal reconstruction,; Compressed sensing"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",Generative adversarial learning for improved data efficiency in underwater target classification,https://doaj.org/article/8538d1427ace48ef981c6cfdefa75b27,"Satheesh Chandran C.,; Suraj Kamal,; A. Mujeeb,; Supriya M.H.","Passive sonar,; Target classification,; Deep learning,; Unsupervised representation learning,; Generative modelling,; Generative adversarial networks"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)",Feedback-linearization based robust relatively optimal trajectory tracking controller for 3-DOF helicopter,https://doaj.org/article/7a0c0767eae64fcc938c5c369e35ee58,"Nidya M. V.,; Mija S. J.,; Jeevamma Jacob","3-DOF helicopter,; Feedback linearization,; Nonlinear disturbance observer,; Relatively optimal trajectory tracking controller,; Lyapunov stability analysis"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (MAY 2022)",Hybrid controller of Lyapunov-based and nonlinear fuzzy-sliding mode for a quadrotor slung load system,https://doaj.org/article/0b9d67f2ba914648a783b838b4e51e0d,"Mohammadhossein Zare,; Farshad Pazooki,; Shahram Etemadi Haghighi","Firefighting robot,; Quadrotor slung load,; Non-linear sliding mode control,; Lyapunov function,; Fuzzy-genetic optimization algorithm,; Fuzzy-SMC optimized by GA"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2022)",Circularly polarized offset-fed DRA elements &amp; their application in compact MIMO antenna,https://doaj.org/article/b26acf8bee294e978c795de61741fe17,"Nikesh Kumar Sahu,; Gourab Das,; Ravi Kumar Gangwar","Circular polarization (CP),; Dielectric resonator antenna (DRA),; Pattern diversity"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Simulation and rapid control prototyping of DC powered universal motors speed control: Towards an efficient operation in future DC homes,https://doaj.org/article/87cb5b66279842feb3c8738928119c1c,"Hamza Ben Abdeljawed,; Lilia El Amraoui","Digital signal processor,; Universal motor,; Speed control,; Hardware architecture,; PI controller,; dSPACE MicroAutoBox"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",HybridPKE: A forward-secure non-interactive quantum-safe hybrid key exchange scheme,https://doaj.org/article/42104d58a38c47c88ababb569416281d,"Simran Choudhary,; Anil Gupta","Ring learning with error,; Non-interactive,; Forward-secure encryption,; Authentication,; Decryption failure"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Biotribology of synovial cartilage: Role of albumin in adsorbed film formation,https://doaj.org/article/a2ace9765d9e465c82fa265ad3073f8f,"Pavel Čípek,; Martin Vrbka,; David Rebenda,; David Nečas,; Ivan Křupka","Biotribology,; Cartilage,; Reciprocating tribometer,; Friction,; Lubrication,; Fluorescence microscopy"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",DeepOCT: An explainable deep learning architecture to analyze macular edema on OCT images,https://doaj.org/article/3c637fd857a8477ca0f6099f9c32f524,Gokhan Altan,"Deep learning,; Convolutional neural networks,; Optical coherence tomography,; Macular edema,; DeepOCT"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Symbol error probability optimization in cognitive amplify and forward cooperative relaying networks,https://doaj.org/article/aa6891f210314dbb8c9bb9d86a9a591f,Dong Qin,"Symbol error probability,; OFDM,; cognitive radio"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Precise torque control for interior mounted permanent magnet synchronous motors with recursive least squares algorithm based parameter estimations,https://doaj.org/article/146223c3b3284f228317204619d7a827,"Mikail Koç,; Osman Emre Özçiflikçi","IPM drives,; MTPA,; RLS,; Parameter estimation,; Electric vehicles"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Model studies on effect of pseudo-rock-socket strength on resistance of friction-only piles,https://doaj.org/article/8d5637d677e4412a868c7fa735b84386,"Vedprakash C. Maralapalle,; Ramachandra Hegde","Pile foundation,; Axial load,; Skin friction,; Socketed length,; Settlement"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",IPT design with optimal use of spiral rectangular coils for wireless charging of e-tricycle scooters,https://doaj.org/article/78e031141e7f426daa06c572e2cd1bfa,"Emin Yildiriz,; Salih Burak Kemer,; Murat Bayraktar","Inductive power transfer,; Optimal coil design,; Wireless charging,; Active rectifier"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",Effect of different carbon allotropes on optical properties of CoCuMnOx solar selective coating,https://doaj.org/article/aea00ffe59b74c0d85ed6401ed2d4033,"Fatma Taha,; Nahed El Mahallawy,; Madiha Shoeib","Carbon allotropes,; Optical properties,; Spectral selectivity,; Surface roughness,; Silica"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",FPGA implementation of multi-dimensional Kalman filter for object tracking and motion detection,https://doaj.org/article/bdda5b1ac0b34068b9a42fbd5a07688d,"Praveenkumar Babu,; Eswaran Parthasarathy","Kalman filter,; Object tracking,; Motion detection,; FPGAs,; GPUs,; SOC"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Q-PIR: A quantile based Pareto iterative refinement approach for high-level synthesis,https://doaj.org/article/535c9af4600947f389cf8a5bd2c24975,"Meena Belwal,; T.K. Ramesh","Active learning,; Design space exploration,; High level synthesis,; Multi-objective optimization,; Quantile regression forests"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (OCT 2022)",Progressing of Kovacs model for conductivity of graphene-filled products by total contact resistance and actual filler amount,https://doaj.org/article/374269b76c1d49da89deb793c364d907,"Yasser Zare,; Kyong Yop Rhee","Polymer graphene nanocomposites,; Conductivity,; Tunneling mechanism,; Contact resistance,; Interphase pieces"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",Disk margin based robust stability analysis of a DC motor drive,https://doaj.org/article/e5c8dbadae544c1f97a1a753993fc813,"Pasala Gopi,; Suresh Srinivasan,; Murugaperumal Krishnamoorthy","Disk-based margins,; Robust stability analysis,; Feedback system,; Classical margins,; DC motor drive"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",Natural and mixed convection in a vertical water-flow chamber in the presence of solar radiation,https://doaj.org/article/7b98979fe2b94dc3a1f670e3294fa076,"M. Rashevski, PhD,; S. Slavtchev, Assoc. Prof.,; M. Stoyanova, Assoc. Prof.","Vertical channel,; Viscous liquid,; Laminar natural and mixed convection,; Reverse flow,; Light absorption,; Non-uniform heat source"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",Digital signatures over HMAC entangled chains,https://doaj.org/article/3cb192d563644b33af43c7d78db96c47,Luis Adrián Lizama-Pérez,"HMAC,; Hash,; Chain,; Digital signature"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",Accelerating sailfish optimization applied to unconstrained optimization problems on graphical processing unit,https://doaj.org/article/29dea9120a734c6c9a72f1a4b579a90d,"Hamid Reza Naji,; Soodeh Shadravan,; Hossien Mousa Jafarabadi,; Hossien Momeni","Sailfish Optimizer (SFO),; Accelerated Sailfish Optimizer (ASFO) unconstrained optimization problems,; Parallel processing,; Shared memory,; Graphic processing units,; CUDA"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",Magnetohydrodynamic boundary layer flow of hybrid nanofluid with the thermophoresis and Brownian motion in an irregular channel: A numerical approach,https://doaj.org/article/1ca628e4835f469eadf4ec0d63f7845a,"G. Kalpana,; K.R. Madhura,; Ramesh B. Kudenatti","Nanofluids,; Wavy surface,; Hybrid nanoparticles,; Brownian motion,; Thermophoresis effect"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",High storage capacity of curcumin loaded onto hollow mesoporous silica nanoparticles prepared via improved hard-templating method optimized by Taguchi DoE,https://doaj.org/article/e90c4c7926b84675ba0272f53e5a1e08,"Ozi Adi Saputra,; Fajar Rakhman Wibowo,; Witri Wahyu Lestari","Curcumin,; Drug carrier,; Hard-templating method,; Hollow mesoporous silica,; Taguchi design"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",An effective analog circuit design of approximate fractional-order derivative models of M-SBL fitting method,https://doaj.org/article/ebeb1dcb4aec4a58a0b663829631226f,"Murat Koseoglu,; Furkan Nur Deniz,; Baris Baykant Alagoz,; Hafiz Alisoy","Fractional order derivative,; Approximate realization,; Analog circuit design"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",Fuzzy adaptive selfish herd optimization based optimal sliding mode controller for frequency stability enhancement of a microgrid,https://doaj.org/article/6fae2acddfe54cd5a0b0f1b14b8e5a44,"Narendra Kumar Jena,; Subhadra Sahoo,; Binod Kumar Sahu,; Jyoti Ranjan Nayak,; Kanungo Barada Mohanty","Fuzzy adaptive Selfish Herd Optimization,; Microgrid,; Sliding mode control,; Small hydro power plant,; Fractional order PID controller"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2022)",Optimal location of accurate HVDC and energy storage devices in a deregulated AGC integrated with PWTS considering HPA-ISE as performance index,https://doaj.org/article/ae52843a12e54bbd952ab2748d2d410c,"Naladi Ram Babu,; Lalit Chandra Saikia","Accurate high voltage direct current tie-line,; Crow-search algorithm,; Energy storage devices,; FOPI-IDN controller,; Hybrid peak area - integral squared error,; Precise wind turbine systems"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)","A survey on DoS/DDoS attacks mathematical modelling for traditional, SDN and virtual networks",https://doaj.org/article/1b7f237d9f5b42d595a5b92b3ddedef2,"Juan Fernando Balarezo,; Song Wang,; Karina Gomez Chavez,; Akram Al-Hourani,; Sithamparanathan Kandeepan","Networks security,; Attack modelling,; Distributed Denial of Service (DDoS),; Software Defined Networks (SDN),; Virtual networks,; Traditional networks"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",Performance testing and optimization of a split-type air conditioner with evaporatively-cooled condenser,https://doaj.org/article/458c0bd021ad4c04a6edccc544fdc711,"İbrahim Atmaca,; Ali Şenol,; Ahmet Çağlar","Split-type air conditioner,; Evaporative condenser,; Performance improvement,; Climatic conditions,; Optimization"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)",Synergy of electrostatic discharge optimizer and experimental verification for parameters estimation of three phase induction motors,https://doaj.org/article/15d44fcba9e3450aa272703c87fa9300,"Mahmoud M. Elkholy,; Enas A. El-Hay,; Attia A. El-Fergany","Induction motors,; Parameters estimation,; Optimization Methods,; Experimental Validations"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)",Implementation of sensorless speed control of synchronous reluctance motor using extended Kalman filter,https://doaj.org/article/29375bfe3cbf42288f5b1af65036922c,"Gullu Boztas,; Omur Aydogmus","extended Kalman filter,; digital signal processor,; sensorless control,; speed estimation,; synchronous reluctance motor"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",Asymmetric coplanar strip based stepped monopole sensor for liquid permittivity measurements,https://doaj.org/article/cc7aa918f70d49cea329da7bf72c760a,"Remsha Moolat,; Manoj Mani,; Mohanan Pezholil","Asymmetric coplanar strip (ACS),; Complex permittivity,; Radiation efficiency,; Reflection coefficient,; Reflection phase difference,; Stepped monopole"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",On addressing the similarities between STDP concept and synaptic/memristive coupled neurons by realizing of the memristive synapse based HR neurons,https://doaj.org/article/886f92bad6934b22ab12b54837b75818,"Ahmet Yasin Baran,; Nimet Korkmaz,; Ismail Öztürk,; Recai Kılıç","Hindmarsh-Rose neuron model,; Memristor synapse,; Spike-Time-Dependent-Plasticity (STDP),; Field Programmable Gate Array (FPGA),; Neuromorphic engineering"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",A sustainable approach for the utilization of PPE biomedical waste in the construction sector,https://doaj.org/article/a9f79afc4fe2402e90f2bedb173d52c6,"Harish T. Mohan,; Karingamanna Jayanarayanan,; K.M. Mini","Covid-PPE waste,; Sustainable waste management,; Construction materials,; Recycled plastic composite"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",Application of optimized adaptive crow search algorithm based two degree of freedom optimal fuzzy PID controller for AGC system,https://doaj.org/article/6dfef92ba75d4ed6a279adcff08c9acf,"Jyoti Ranjan Nayak,; Binod Shaw,; Binod Kumar Sahu,; Karanam Appala Naidu","Automatic generation control,; Two degree of freedom PID (2DOF PID),; Two degree of freedom Optimized Fuzzy Aided PID (2DOF OFAPID),; Crow Search Algorithm (CSA),; Optimized adaptive CSA"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",Optimal CC-2DOF(PI)-PDF controller for LFC of restructured multi-area power system with IES-based modified HVDC tie-line and electric vehicles,https://doaj.org/article/586f19fcfcbf436ca936e66395f92080,"Murali Sariki,; Ravi Shankar","CC-2DOF (PI)-PDF,; DG system,; EVs,; LFC,; IES based modified HVDC tie-line,; OVPLA"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2022)",Graph signal processing based underwater image enhancement techniques,https://doaj.org/article/3f7107749d734a48b3b484fc157d73d3,"Shobha Sharma,; Tarun Varma","Graph Signal Processing (GSP),; Graph Fourier Transform (GFT),; Graph Wavelet Transform (GWT),; Filterbanks,; Root filtering"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)",Design of linear electromechanical actuator for automatic ambulatory Duodopa pump,https://doaj.org/article/ad7e7a8b3289473cb73273634a576121,"M. Pravika,; Jeevamma Jacob,; K. Paul Joseph","Actuator faults,; Automatic ambulatory Duodopa pump,; Electro-mechanical actuator,; Dopamine,; Parkinson’s disease,; Stability"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)",Initial research on thermal decomposition of 98% concentrated hydrogen peroxide in thruster-like conditions,https://doaj.org/article/5ea7a3804dd24351bb2397310381169a,"Lukasz Mezyk,; Zbigniew Gut,; Kiran Mohan,; Jan Kindracki,; Grzegorz Rarata","Hydrogen peroxide,; HTP,; Thermal decomposition,; Green propellants,; Satellite thruster"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)",Energy efficiency and transient-steady state performance comparison of a resistance infant incubator and an improved thermoelectric infant incubator,https://doaj.org/article/a87f7371d02d463a83fe5750ed5091ee,"Osman Yeler,; Mehmet Fevzi Koseoglu","Thermoelectric heat pump,; Infant incubator,; Dynamic behaviors,; Thermal-hydraulic performance parameters"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)",Affordable 3D-printed tendon prosthetic hands: Expectations and benchmarking questioned,https://doaj.org/article/8dea43fc13d14671a28c8a9946683366,"Javier Andrés-Esperanza,; Jose L. Iserte-Vilar,; Immaculada Llop-Harillo,; Antonio Pérez-González","3D printing,; Benchmarking,; Grasp,; Hand prosthesis,; Biomechanics"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",Perfomance of a borehole heat exchanger: The influence of thermal properties estimation under tidal fluctuation,https://doaj.org/article/7660d444eb084b11a9ff04a819bfa45f,"Daniel Moreira,; Jose Macias,; Ruben Hidalgo-Leon,; Freddy X. Jervis,; Guillermo Soriano","Borehole heat exchanger,; Phreatic level,; Thermal response test,; Thermal properties of saturated soil,; Tidal effect"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",Enhanced intelligent control with adaptive system for electrically assisted bicycle,https://doaj.org/article/a31721e164ec440f98d046bfeee42282,"Okan Uyar,; Mehmet Çunkaş,; Hulusi Karaca","E-Bike,; Cruise control,; Fuzzy logic control,; Hash table method,; Electric vehicle"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)",A novel quantitative measurement method for irregular tubules in breast carcinoma,https://doaj.org/article/ca704932509443f0a2f4f7312769bd06,"Xiao Jian Tan,; Nazahah Mustafa,; Mohd Yusoff Mashor,; Khairul Shakir Ab Rahman","Tubule formation,; Quantitative measurement,; Spatial angle,; Distribution,; Harmonic mean,; Breast carcinoma"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",Classification of gear faults in internal combustion (IC) engine gearbox using discrete wavelet transform features and K star algorithm,https://doaj.org/article/5a587dfd65b6431290e8cb8ac82c4033,"K.N. Ravikumar,; C.K. Madhusudana,; Hemantha Kumar,; K.V. Gangadharan","IC engine,; Fault diagnosis,; Gearbox,; Machine learning techniques,; Discrete wavelet features,; K star algorithm"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)",A novel fault diagnostic system for rolling element bearings using deep transfer learning on bispectrum contour maps,https://doaj.org/article/af14aac2ee364ce19c41b164243cbc68,"Chhaya Grover,; Neelam Turk","Bearing fault diagnosis,; Bispectrum,; CNN,; Deep transfer learning"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUL 2022)","Powder metallurgical fabrication of graphene reinforced near-eutectic Al-Si matrix composites: Microstructural, mechanical and electrochemical characterization",https://doaj.org/article/c012cb900b8d4443b8c0878cbe91c638,"Nazlı Akçamlı,; Berk Şenyurt,; Hasan Gökçe,; Duygu Ağaoğulları","Al-Si alloy composites,; Few-layered graphene (FLG),; Mechanical/microstructural properties,; Corrosion resistance"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",Experimental measurement of the flow-induced pulsation in a hydrodynamic turbomachinery stator and its pressure fluctuation characteristics,https://doaj.org/article/1da146d2b5714cf38359bc8781b47c0c,"Zhifang Ke,; Wei Wei,; Cheng Liu,; Qingdong Yan,; Houston Wood","Torque converter,; Internal flow measurement,; Periodic lumped-blade separation analysis method,; Pressure fluctuation,; Blade load distribution,; Inverse design method"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",Low latency high throughput Montgomery modular multiplier for RSA cryptosystem,https://doaj.org/article/c9f07a7c630747959b56d1df7e23e194,"Aashish Parihar,; Sangeeta Nakhate","Cryptography,; Public key cryptosystem,; Modular exponentiation,; Montgomery modular multiplication,; RSA"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",Experimental study on designing optimal vibration amplitude in ultrasonic assisted incremental forming of AA6061-T6,https://doaj.org/article/a2e9a2d24e5d4b9f926bae949b510904,Naif Alharbi,"Incremental forming,; Ultrasonic vibration,; Formability,; ANFIS modeling,; PSO algorithm"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)","Effects of CuO, TiO2 and graphite microparticles on the heat transfer properties of greases",https://doaj.org/article/3ca0191663d3411489967168f46c92f7,"Gokhan Gokdemir,; Nimeti Doner,; Zerrin Sert,; Fatih Sen,; Kerem Ciddi","Grease,; Microparticles,; Temperature distribution,; Absorption,; Radiative properties,; DDA"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",Two degree of freedom fractional PI scheme for automatic voltage regulation,https://doaj.org/article/491a0112fa3649378b8c0f585593892b,"Vadan Padiachy,; Utkal Mehta,; Sheikh Azid,; Shivneel Prasad,; Rohinesh Kumar","Fractional controller,; FOPI,; AVR,; Robustness,; WOA"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",Weld joint characterization in ultrasonic welding of phosphor bronze sheets,https://doaj.org/article/91c7b86457d64a8785c5bbf2770eba3b,"Bharat Sanga,; Reeta Wattal,; D.S. Nagesh","Ultrasonic metal welding,; Phosphor bronze,; Interface temperature,; Micro-bonding,; SEM"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2022)",An efficient approach for no-reference image quality assessment based on statistical texture and structural features,https://doaj.org/article/1d9650f88e7f4b48bb1c1298ab355f44,"J. Rajevenceltha,; Vilas H. Gaidhane","No-reference image quality assessment,; Texture information,; Structural information,; Quality prediction,; Correlation,; Mean opinion score"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (MAY 2022)",Low-power and low glitch area current steering DAC,https://doaj.org/article/618cd7d711aa4735b1144dd1a2f02af5,"Abhishek Kumar,; Santosh Kumar Gupta,; Vijaya Bhadauria","Current mode logic,; Integral nonlinearity,; DAC,; Glitch area,; Spur free dynamic range"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (MAY 2022)",Experimental analysis of R134a working fluid on Organic Rankine Cycle (ORC) systems with scroll-expander,https://doaj.org/article/9e0f60a0b4c546b98848b9abd60859bb,"Miftah Hijriawan,; Nugroho Agung Pambudi,; Danar Susilo Wijayanto,; Muhammad Kunta Biddinika,; Lip Huat Saw","Waste Heat Recovery System,; Organic Rankine Cycle,; Geothermal power plant,; R134a,; Scroll-expander"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (MAY 2022)",Visible and infrared image fusion using an efficient adaptive transition region extraction technique,https://doaj.org/article/d4720cfdd4fc43a5a086cf0b1af82aa0,"Bikash Meher,; Sanjay Agrawal,; Rutuparna Panda,; Lingraj Dora,; Ajith Abraham","Image fusion,; Infrared image,; Visible image,; Object region extraction,; Transition region extraction"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (MAY 2022)",Passive thermal management of battery module using paraffin-filled tubes: An experimental investigation,https://doaj.org/article/d26c69e1cb8e4180852dee5bd2cd3ac1,"Alexander Christantho BUDIMAN,; Sunarto KALEG,; SUDIRJA,; AMIN,; Abdul HAPID","Battery module,; Battery thermal management system,; Electric Vehicles,; Heat dissipation,; Phase Change Materials"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (MAY 2022)",Experimental evaluation of meta-heuristics for multi-objective capacitated multiple allocation hub location problem,https://doaj.org/article/5861a86694c14a709997d63185a52efd,"İbrahim Demir,; Berna Kiraz,; Fatma Corut Ergin","Capacitated hub location problem,; Meta-heuristic algorithms,; Multi-objective optimization,; Routing and network design"
